Tracker: sutrack_SMFA, Config: sutrack_smfa_t224
Results Directory: /home/nick/code/code.sutrack/SUTrack/results/sutrack_SMFA_sutrack_smfa_t224
============================================================
Frame 1: FPS=40.44, Avg FPS=40.44, Time=24.73ms
Frame 2: FPS=198.99, Avg FPS=67.22, Time=5.03ms
Frame 3: FPS=202.99, Avg FPS=86.51, Time=4.93ms
Frame 4: FPS=202.09, Avg FPS=100.94, Time=4.95ms
Frame 5: FPS=198.68, Avg FPS=111.95, Time=5.03ms
Frame 6: FPS=199.11, Avg FPS=120.76, Time=5.02ms
Frame 7: FPS=199.42, Avg FPS=127.98, Time=5.01ms
Frame 8: FPS=200.47, Avg FPS=134.03, Time=4.99ms
Frame 9: FPS=199.46, Avg FPS=139.10, Time=5.01ms
Frame 10: FPS=201.49, Avg FPS=143.55, Time=4.96ms
Frame 11: FPS=201.42, Avg FPS=147.40, Time=4.96ms
Frame 12: FPS=202.70, Avg FPS=150.83, Time=4.93ms
Frame 13: FPS=202.97, Avg FPS=153.87, Time=4.93ms
Frame 14: FPS=201.14, Avg FPS=156.50, Time=4.97ms
Frame 15: FPS=204.07, Avg FPS=158.97, Time=4.90ms
Frame 16: FPS=204.63, Avg FPS=161.22, Time=4.89ms
Frame 17: FPS=206.19, Avg FPS=163.31, Time=4.85ms
Frame 18: FPS=207.07, Avg FPS=165.25, Time=4.83ms
Frame 19: FPS=204.24, Avg FPS=166.93, Time=4.90ms
Frame 20: FPS=202.66, Avg FPS=168.41, Time=4.93ms
Frame 21: FPS=199.63, Avg FPS=169.68, Time=5.01ms
Frame 22: FPS=205.19, Avg FPS=171.02, Time=4.87ms
Frame 23: FPS=201.75, Avg FPS=172.16, Time=4.96ms
Frame 24: FPS=204.53, Avg FPS=173.30, Time=4.89ms
Frame 25: FPS=199.41, Avg FPS=174.22, Time=5.01ms
Frame 26: FPS=202.98, Avg FPS=175.17, Time=4.93ms
Frame 27: FPS=200.95, Avg FPS=176.01, Time=4.98ms
Frame 28: FPS=201.12, Avg FPS=176.80, Time=4.97ms
Frame 29: FPS=200.82, Avg FPS=177.53, Time=4.98ms
Frame 30: FPS=205.47, Avg FPS=178.34, Time=4.87ms
Frame 31: FPS=205.44, Avg FPS=179.10, Time=4.87ms
Frame 32: FPS=206.93, Avg FPS=179.86, Time=4.83ms
Frame 33: FPS=197.55, Avg FPS=180.34, Time=5.06ms
Frame 34: FPS=205.23, Avg FPS=180.99, Time=4.87ms
Frame 35: FPS=206.35, Avg FPS=181.63, Time=4.85ms
Frame 36: FPS=202.73, Avg FPS=182.15, Time=4.93ms
Frame 37: FPS=205.34, Avg FPS=182.71, Time=4.87ms
Frame 38: FPS=205.49, Avg FPS=183.25, Time=4.87ms
Frame 39: FPS=202.57, Avg FPS=183.70, Time=4.94ms
Frame 40: FPS=204.34, Avg FPS=184.16, Time=4.89ms
Frame 41: FPS=204.15, Avg FPS=184.60, Time=4.90ms
Frame 42: FPS=205.44, Avg FPS=185.05, Time=4.87ms
Frame 43: FPS=203.27, Avg FPS=185.44, Time=4.92ms
Frame 44: FPS=203.24, Avg FPS=185.81, Time=4.92ms
Frame 45: FPS=204.10, Avg FPS=186.18, Time=4.90ms
Frame 46: FPS=204.69, Avg FPS=186.54, Time=4.89ms
Frame 47: FPS=198.17, Avg FPS=186.78, Time=5.05ms
Frame 48: FPS=201.52, Avg FPS=187.06, Time=4.96ms
Frame 49: FPS=203.05, Avg FPS=187.36, Time=4.93ms
Frame 50: FPS=204.67, Avg FPS=187.68, Time=4.89ms
Frame 51: FPS=203.69, Avg FPS=187.97, Time=4.91ms
Frame 52: FPS=202.88, Avg FPS=188.24, Time=4.93ms
Frame 53: FPS=203.27, Avg FPS=188.50, Time=4.92ms
Frame 54: FPS=200.33, Avg FPS=188.71, Time=4.99ms
Frame 55: FPS=203.85, Avg FPS=188.96, Time=4.91ms
Frame 56: FPS=205.94, Avg FPS=189.24, Time=4.86ms
Frame 57: FPS=202.25, Avg FPS=189.45, Time=4.94ms
Frame 58: FPS=201.38, Avg FPS=189.65, Time=4.97ms
Frame 59: FPS=203.22, Avg FPS=189.86, Time=4.92ms
Frame 60: FPS=202.93, Avg FPS=190.07, Time=4.93ms
Frame 61: FPS=203.98, Avg FPS=190.28, Time=4.90ms
Frame 62: FPS=203.14, Avg FPS=190.47, Time=4.92ms
Frame 63: FPS=202.38, Avg FPS=190.65, Time=4.94ms
Frame 64: FPS=201.87, Avg FPS=190.82, Time=4.95ms
Frame 65: FPS=202.92, Avg FPS=190.99, Time=4.93ms
Frame 66: FPS=206.06, Avg FPS=191.20, Time=4.85ms
Frame 67: FPS=204.71, Avg FPS=191.39, Time=4.88ms
Frame 68: FPS=204.55, Avg FPS=191.57, Time=4.89ms
Frame 69: FPS=201.83, Avg FPS=191.71, Time=4.95ms
Frame 70: FPS=204.70, Avg FPS=191.89, Time=4.89ms
Frame 71: FPS=201.08, Avg FPS=192.01, Time=4.97ms
Frame 72: FPS=205.66, Avg FPS=192.19, Time=4.86ms
Frame 73: FPS=204.05, Avg FPS=192.34, Time=4.90ms
Frame 74: FPS=205.29, Avg FPS=192.51, Time=4.87ms
