Tracker: sutrack, Config: sutrack_t224
Results Directory: /home/nick/code/code.sutrack/SUTrack/results/sutrack_sutrack_t224
============================================================
Frame 1: FPS=42.77, Avg FPS=42.77, Time=23.38ms
Frame 2: FPS=227.69, Avg FPS=72.01, Time=4.39ms
Frame 3: FPS=227.44, Avg FPS=93.25, Time=4.40ms
Frame 4: FPS=228.61, Avg FPS=109.46, Time=4.37ms
Frame 5: FPS=234.45, Avg FPS=122.52, Time=4.27ms
Frame 6: FPS=232.10, Avg FPS=132.98, Time=4.31ms
Frame 7: FPS=236.78, Avg FPS=141.87, Time=4.22ms
Frame 8: FPS=230.04, Avg FPS=149.01, Time=4.35ms
Frame 9: FPS=230.43, Avg FPS=155.10, Time=4.34ms
Frame 10: FPS=228.47, Avg FPS=160.24, Time=4.38ms
Frame 11: FPS=228.09, Avg FPS=164.70, Time=4.38ms
Frame 12: FPS=229.94, Avg FPS=168.69, Time=4.35ms
Frame 13: FPS=225.88, Avg FPS=172.04, Time=4.43ms
Frame 14: FPS=228.72, Avg FPS=175.14, Time=4.37ms
Frame 15: FPS=232.65, Avg FPS=178.07, Time=4.30ms
Frame 16: FPS=230.44, Avg FPS=180.64, Time=4.34ms
Frame 17: FPS=231.28, Avg FPS=182.99, Time=4.32ms
Frame 18: FPS=224.62, Avg FPS=184.90, Time=4.45ms
Frame 19: FPS=223.20, Avg FPS=186.58, Time=4.48ms
Frame 20: FPS=233.76, Avg FPS=188.48, Time=4.28ms
Frame 21: FPS=236.59, Avg FPS=190.33, Time=4.23ms
Frame 22: FPS=229.67, Avg FPS=191.82, Time=4.35ms
Frame 23: FPS=236.62, Avg FPS=193.41, Time=4.23ms
Frame 24: FPS=229.60, Avg FPS=194.69, Time=4.36ms
Frame 25: FPS=238.58, Avg FPS=196.14, Time=4.19ms
Frame 26: FPS=228.34, Avg FPS=197.20, Time=4.38ms
Frame 27: FPS=231.28, Avg FPS=198.29, Time=4.32ms
Frame 28: FPS=228.42, Avg FPS=199.23, Time=4.38ms
Frame 29: FPS=230.62, Avg FPS=200.17, Time=4.34ms
Frame 30: FPS=233.17, Avg FPS=201.11, Time=4.29ms
Frame 31: FPS=236.13, Avg FPS=202.08, Time=4.24ms
Frame 32: FPS=234.14, Avg FPS=202.95, Time=4.27ms
Frame 33: FPS=243.39, Avg FPS=203.98, Time=4.11ms
Frame 34: FPS=228.35, Avg FPS=204.62, Time=4.38ms
Frame 35: FPS=230.67, Avg FPS=205.28, Time=4.34ms
Frame 36: FPS=231.45, Avg FPS=205.93, Time=4.32ms
Frame 37: FPS=225.14, Avg FPS=206.40, Time=4.44ms
Frame 38: FPS=229.17, Avg FPS=206.94, Time=4.36ms
Frame 39: FPS=233.33, Avg FPS=207.55, Time=4.29ms
Frame 40: FPS=233.84, Avg FPS=208.13, Time=4.28ms
Frame 41: FPS=236.22, Avg FPS=208.74, Time=4.23ms
Frame 42: FPS=222.37, Avg FPS=209.04, Time=4.50ms
Frame 43: FPS=228.22, Avg FPS=209.45, Time=4.38ms
Frame 44: FPS=225.21, Avg FPS=209.78, Time=4.44ms
Frame 45: FPS=229.27, Avg FPS=210.18, Time=4.36ms
Frame 46: FPS=232.18, Avg FPS=210.62, Time=4.31ms
Frame 47: FPS=227.89, Avg FPS=210.96, Time=4.39ms
Frame 48: FPS=231.04, Avg FPS=211.34, Time=4.33ms
Frame 49: FPS=228.08, Avg FPS=211.66, Time=4.38ms
Frame 50: FPS=233.37, Avg FPS=212.05, Time=4.29ms
Frame 51: FPS=229.75, Avg FPS=212.37, Time=4.35ms
Frame 52: FPS=225.49, Avg FPS=212.61, Time=4.43ms
Frame 53: FPS=227.31, Avg FPS=212.87, Time=4.40ms
Frame 54: FPS=223.64, Avg FPS=213.06, Time=4.47ms
Frame 55: FPS=230.19, Avg FPS=213.35, Time=4.34ms
Frame 56: FPS=235.73, Avg FPS=213.71, Time=4.24ms
Frame 57: FPS=225.26, Avg FPS=213.90, Time=4.44ms
Frame 58: FPS=224.52, Avg FPS=214.08, Time=4.45ms
Frame 59: FPS=229.07, Avg FPS=214.31, Time=4.37ms
Frame 60: FPS=228.75, Avg FPS=214.54, Time=4.37ms
Frame 61: FPS=224.65, Avg FPS=214.70, Time=4.45ms
Frame 62: FPS=234.94, Avg FPS=215.00, Time=4.26ms
Frame 63: FPS=225.54, Avg FPS=215.16, Time=4.43ms
Frame 64: FPS=229.65, Avg FPS=215.37, Time=4.35ms
Frame 65: FPS=229.59, Avg FPS=215.57, Time=4.36ms
Frame 66: FPS=230.39, Avg FPS=215.78, Time=4.34ms
Frame 67: FPS=231.65, Avg FPS=216.01, Time=4.32ms
Frame 68: FPS=230.34, Avg FPS=216.20, Time=4.34ms
Frame 69: FPS=226.88, Avg FPS=216.35, Time=4.41ms
Frame 70: FPS=231.18, Avg FPS=216.55, Time=4.33ms
Frame 71: FPS=231.18, Avg FPS=216.74, Time=4.33ms
Frame 72: FPS=227.91, Avg FPS=216.89, Time=4.39ms
Frame 73: FPS=229.47, Avg FPS=217.05, Time=4.36ms
Frame 74: FPS=232.35, Avg FPS=217.25, Time=4.30ms
Frame 75: FPS=229.15, Avg FPS=217.40, Time=4.36ms
Frame 76: FPS=226.82, Avg FPS=217.52, Time=4.41ms
Frame 77: FPS=230.57, Avg FPS=217.68, Time=4.34ms
Frame 78: FPS=234.31, Avg FPS=217.87, Time=4.27ms
Frame 79: FPS=232.85, Avg FPS=218.05, Time=4.29ms
Frame 80: FPS=230.10, Avg FPS=218.19, Time=4.35ms
Frame 81: FPS=230.18, Avg FPS=218.33, Time=4.34ms
Frame 82: FPS=229.62, Avg FPS=218.47, Time=4.35ms
Frame 83: FPS=226.66, Avg FPS=218.56, Time=4.41ms
Frame 84: FPS=237.88, Avg FPS=218.77, Time=4.20ms
Frame 85: FPS=231.00, Avg FPS=218.91, Time=4.33ms
Frame 86: FPS=227.36, Avg FPS=219.00, Time=4.40ms
Frame 87: FPS=232.89, Avg FPS=219.15, Time=4.29ms
Frame 88: FPS=229.60, Avg FPS=219.27, Time=4.36ms
Frame 89: FPS=232.71, Avg FPS=219.41, Time=4.30ms
Frame 90: FPS=232.90, Avg FPS=219.55, Time=4.29ms
Frame 91: FPS=228.86, Avg FPS=219.65, Time=4.37ms
Frame 92: FPS=235.40, Avg FPS=219.81, Time=4.25ms
Frame 93: FPS=230.89, Avg FPS=219.92, Time=4.33ms
