[train: 1, 50 / 12500] FPS: 47.1 (56.6)  ,  Loss/total: 39.65432  ,  Loss/giou: 1.17125  ,  Loss/l1: 0.26456  ,  Loss/location: 35.25085  ,  Loss/task_class: 0.73816  ,  IoU: 0.09131
[train: 1, 100 / 12500] FPS: 51.3 (56.0)  ,  Loss/total: 29.61349  ,  Loss/giou: 1.14156  ,  Loss/l1: 0.25496  ,  Loss/location: 25.68215  ,  Loss/task_class: 0.37340  ,  IoU: 0.10018
[train: 1, 150 / 12500] FPS: 53.0 (57.2)  ,  Loss/total: 23.26707  ,  Loss/giou: 1.09946  ,  Loss/l1: 0.24352  ,  Loss/location: 19.60145  ,  Loss/task_class: 0.24909  ,  IoU: 0.11598
[train: 1, 50 / 12500] FPS: 44.3 (56.8)  ,  Loss/total: 63.28775  ,  Loss/giou: 1.12660  ,  Loss/l1: 0.27092  ,  Loss/location: 58.82609  ,  Loss/task_class: 0.85387  ,  IoU: 0.09475
[train: 1, 100 / 12500] FPS: 49.3 (56.6)  ,  Loss/total: 43.57349  ,  Loss/giou: 1.09274  ,  Loss/l1: 0.24908  ,  Loss/location: 39.70666  ,  Loss/task_class: 0.43597  ,  IoU: 0.11299
[train: 1, 50 / 12500] FPS: 46.8 (54.7)  ,  Loss/total: 66.22788  ,  Loss/giou: 1.12994  ,  Loss/l1: 0.25070  ,  Loss/location: 62.02941  ,  Loss/task_class: 0.68508  ,  IoU: 0.11500
[train: 1, 100 / 12500] FPS: 51.2 (56.7)  ,  Loss/total: 45.02588  ,  Loss/giou: 1.10116  ,  Loss/l1: 0.23940  ,  Loss/location: 41.28043  ,  Loss/task_class: 0.34613  ,  IoU: 0.11998
[train: 1, 150 / 12500] FPS: 52.9 (56.2)  ,  Loss/total: 35.67529  ,  Loss/giou: 1.07668  ,  Loss/l1: 0.22813  ,  Loss/location: 32.15028  ,  Loss/task_class: 0.23098  ,  IoU: 0.13570
[train: 1, 200 / 12500] FPS: 53.7 (55.5)  ,  Loss/total: 29.63672  ,  Loss/giou: 1.04464  ,  Loss/l1: 0.21579  ,  Loss/location: 26.29516  ,  Loss/task_class: 0.17331  ,  IoU: 0.15479
[train: 1, 250 / 12500] FPS: 54.2 (56.6)  ,  Loss/total: 25.73018  ,  Loss/giou: 1.02528  ,  Loss/l1: 0.20768  ,  Loss/location: 22.50255  ,  Loss/task_class: 0.13867  ,  IoU: 0.16894
[train: 1, 300 / 12500] FPS: 54.4 (55.1)  ,  Loss/total: 22.82790  ,  Loss/giou: 0.99867  ,  Loss/l1: 0.19783  ,  Loss/location: 19.72587  ,  Loss/task_class: 0.11557  ,  IoU: 0.18680
[train: 1, 350 / 12500] FPS: 54.5 (55.4)  ,  Loss/total: 20.51279  ,  Loss/giou: 0.96562  ,  Loss/l1: 0.18531  ,  Loss/location: 17.55595  ,  Loss/task_class: 0.09907  ,  IoU: 0.20883
[train: 1, 400 / 12500] FPS: 54.2 (54.8)  ,  Loss/total: 18.65760  ,  Loss/giou: 0.94369  ,  Loss/l1: 0.17699  ,  Loss/location: 15.79859  ,  Loss/task_class: 0.08669  ,  IoU: 0.22375
[train: 1, 450 / 12500] FPS: 54.2 (51.8)  ,  Loss/total: 17.11196  ,  Loss/giou: 0.92200  ,  Loss/l1: 0.16847  ,  Loss/location: 14.34856  ,  Loss/task_class: 0.07706  ,  IoU: 0.23837
[train: 1, 500 / 12500] FPS: 54.1 (54.3)  ,  Loss/total: 15.82440  ,  Loss/giou: 0.89887  ,  Loss/l1: 0.16030  ,  Loss/location: 13.15580  ,  Loss/task_class: 0.06935  ,  IoU: 0.25370
[train: 1, 550 / 12500] FPS: 54.1 (56.4)  ,  Loss/total: 14.70915  ,  Loss/giou: 0.87574  ,  Loss/l1: 0.15272  ,  Loss/location: 12.13101  ,  Loss/task_class: 0.06305  ,  IoU: 0.26943
[train: 1, 600 / 12500] FPS: 54.2 (55.7)  ,  Loss/total: 13.75389  ,  Loss/giou: 0.85286  ,  Loss/l1: 0.14579  ,  Loss/location: 11.26142  ,  Loss/task_class: 0.05779  ,  IoU: 0.28628
[train: 1, 650 / 12500] FPS: 54.4 (55.6)  ,  Loss/total: 12.92269  ,  Loss/giou: 0.83189  ,  Loss/l1: 0.13975  ,  Loss/location: 10.50683  ,  Loss/task_class: 0.05335  ,  IoU: 0.30196
[train: 1, 700 / 12500] FPS: 54.5 (55.7)  ,  Loss/total: 12.19247  ,  Loss/giou: 0.81214  ,  Loss/l1: 0.13422  ,  Loss/location: 9.84753  ,  Loss/task_class: 0.04954  ,  IoU: 0.31653
[train: 1, 750 / 12500] FPS: 54.6 (54.8)  ,  Loss/total: 11.54549  ,  Loss/giou: 0.79167  ,  Loss/l1: 0.12900  ,  Loss/location: 9.27092  ,  Loss/task_class: 0.04624  ,  IoU: 0.33172
[train: 1, 800 / 12500] FPS: 54.7 (57.0)  ,  Loss/total: 10.98246  ,  Loss/giou: 0.77595  ,  Loss/l1: 0.12463  ,  Loss/location: 8.76406  ,  Loss/task_class: 0.04335  ,  IoU: 0.34354
[train: 1, 850 / 12500] FPS: 54.8 (55.6)  ,  Loss/total: 10.47570  ,  Loss/giou: 0.76059  ,  Loss/l1: 0.12067  ,  Loss/location: 8.31039  ,  Loss/task_class: 0.04080  ,  IoU: 0.35520
[train: 1, 900 / 12500] FPS: 54.8 (51.6)  ,  Loss/total: 10.01172  ,  Loss/giou: 0.74407  ,  Loss/l1: 0.11659  ,  Loss/location: 7.90208  ,  Loss/task_class: 0.03853  ,  IoU: 0.36751
[train: 1, 950 / 12500] FPS: 54.9 (56.6)  ,  Loss/total: 9.60137  ,  Loss/giou: 0.73091  ,  Loss/l1: 0.11327  ,  Loss/location: 7.53668  ,  Loss/task_class: 0.03650  ,  IoU: 0.37724
[train: 1, 1000 / 12500] FPS: 55.0 (56.6)  ,  Loss/total: 9.22665  ,  Loss/giou: 0.71785  ,  Loss/l1: 0.11001  ,  Loss/location: 7.20625  ,  Loss/task_class: 0.03468  ,  IoU: 0.38725
[train: 1, 1050 / 12500] FPS: 55.0 (55.9)  ,  Loss/total: 8.88353  ,  Loss/giou: 0.70541  ,  Loss/l1: 0.10708  ,  Loss/location: 6.90428  ,  Loss/task_class: 0.03303  ,  IoU: 0.39688
[train: 1, 1100 / 12500] FPS: 55.1 (56.2)  ,  Loss/total: 8.56737  ,  Loss/giou: 0.69347  ,  Loss/l1: 0.10436  ,  Loss/location: 6.62712  ,  Loss/task_class: 0.03152  ,  IoU: 0.40623
[train: 1, 1150 / 12500] FPS: 55.1 (55.7)  ,  Loss/total: 8.27892  ,  Loss/giou: 0.68278  ,  Loss/l1: 0.10179  ,  Loss/location: 6.37425  ,  Loss/task_class: 0.03015  ,  IoU: 0.41417
[train: 1, 1200 / 12500] FPS: 55.1 (55.8)  ,  Loss/total: 8.01587  ,  Loss/giou: 0.67323  ,  Loss/l1: 0.09951  ,  Loss/location: 6.14295  ,  Loss/task_class: 0.02890  ,  IoU: 0.42163
[train: 1, 1250 / 12500] FPS: 55.1 (55.7)  ,  Loss/total: 7.76859  ,  Loss/giou: 0.66377  ,  Loss/l1: 0.09734  ,  Loss/location: 5.92664  ,  Loss/task_class: 0.02774  ,  IoU: 0.42903
[train: 1, 1300 / 12500] FPS: 55.1 (53.0)  ,  Loss/total: 7.54078  ,  Loss/giou: 0.65461  ,  Loss/l1: 0.09524  ,  Loss/location: 5.72867  ,  Loss/task_class: 0.02667  ,  IoU: 0.43613
[train: 1, 1350 / 12500] FPS: 55.1 (55.1)  ,  Loss/total: 7.32651  ,  Loss/giou: 0.64608  ,  Loss/l1: 0.09327  ,  Loss/location: 5.54234  ,  Loss/task_class: 0.02569  ,  IoU: 0.44270
[train: 1, 50 / 12500] FPS: 45.3 (56.4)  ,  Loss/total: 12.42375  ,  Loss/giou: 1.16676  ,  Loss/l1: 0.27263  ,  Loss/location: 7.88747  ,  Loss/task_class: 0.83961  ,  IoU: 0.09940
[train: 1, 100 / 12500] FPS: 50.3 (56.2)  ,  Loss/total: 9.84537  ,  Loss/giou: 1.09764  ,  Loss/l1: 0.23914  ,  Loss/location: 6.02697  ,  Loss/task_class: 0.42740  ,  IoU: 0.12939
[train: 1, 150 / 12500] FPS: 52.2 (55.8)  ,  Loss/total: 8.29518  ,  Loss/giou: 1.01922  ,  Loss/l1: 0.20510  ,  Loss/location: 4.94579  ,  Loss/task_class: 0.28547  ,  IoU: 0.17559
[train: 1, 200 / 12500] FPS: 53.2 (56.8)  ,  Loss/total: 7.23479  ,  Loss/giou: 0.95274  ,  Loss/l1: 0.17981  ,  Loss/location: 4.21608  ,  Loss/task_class: 0.21421  ,  IoU: 0.21837
[train: 1, 250 / 12500] FPS: 53.8 (56.4)  ,  Loss/total: 6.44055  ,  Loss/giou: 0.89117  ,  Loss/l1: 0.15942  ,  Loss/location: 3.68974  ,  Loss/task_class: 0.17139  ,  IoU: 0.26019
